A,1,1,2,26
A,1,1,1,24
A,1,1,3,12
A,1,1,0,24
B,1,1,3,25
B,1,1,2,-20
B,0,1,0,26
B,0,1,1,26
A,1,2,1,28
A,1,2,0,28
A,0,0,2,28
A,0,2,0,28
A,0,0,1,24
A,0,0,0,28
A,0,2,3,28
A,0,2,2,23
A,0,0,3,28
A,0,2,1,28
A,1,0,1,27
A,1,0,0,27
B,0,0,1,28
B,0,0,0,28
B,1,0,1,12
B,1,0,0,12
B,0,2,3,27
B,0,2,2,27
